Typed Link Prediction: Decoder Comparison - 2025-10-19 00:11:50
================================================================================

R-GIN + DistMult Training History
============================================================

Best Validation AUC: 0.7254
Total Epochs Trained: 447
Early Stopping Best Score: 0.4753 (Hits@10 at epoch 367)

------------------------------------------------------------------------------------------
Epoch    Train Loss     Val AUC      Val H@1      Val H@5      Val H@10    
304      0.1999         0.7117       0.0911       0.3121       0.4564      
305      0.1888         0.6976       0.0806       0.3017       0.4450      
306      0.2043         0.7068       0.1120       0.3178       0.4620      
307      0.1978         0.7121       0.0958       0.3112       0.4545      
308      0.1984         0.7080       0.0949       0.3197       0.4497      
309      0.2007         0.7022       0.0977       0.3055       0.4573      
310      0.1922         0.7059       0.0977       0.3112       0.4431      
311      0.1959         0.6936       0.0911       0.3027       0.4345      
312      0.1897         0.7062       0.0873       0.2932       0.4402      
313      0.1986         0.7097       0.0863       0.3121       0.4421      
314      0.1917         0.7225       0.0996       0.3055       0.4526      
315      0.1911         0.6937       0.1034       0.3008       0.4440      
316      0.1760         0.6952       0.0930       0.3055       0.4554      
317      0.1853         0.6979       0.0892       0.2970       0.4374      
318      0.1845         0.7047       0.0844       0.3027       0.4573      
319      0.1907         0.6913       0.0892       0.3036       0.4507      
320      0.1931         0.7151       0.0750       0.3093       0.4431      
321      0.1961         0.7058       0.0873       0.2960       0.4402      
322      0.1913         0.7009       0.0759       0.2894       0.4374      
323      0.1996         0.6948       0.0911       0.3046       0.4440      
324      0.2008         0.7063       0.0825       0.2989       0.4431      
325      0.1880         0.7096       0.0939       0.3065       0.4402      
326      0.1957         0.7082       0.0854       0.3121       0.4412      
327      0.1760         0.6994       0.0787       0.2808       0.4269      
328      0.1793         0.7107       0.0882       0.2970       0.4421      
329      0.1840         0.6948       0.0949       0.3055       0.4355      
330      0.1861         0.6932       0.0816       0.2951       0.4469      
331      0.1895         0.6994       0.0930       0.2913       0.4231      
332      0.1817         0.6991       0.0854       0.3065       0.4345      
333      0.1913         0.7057       0.0854       0.2970       0.4450      
334      0.1804         0.7067       0.0835       0.2932       0.4431      
335      0.1763         0.7015       0.0968       0.2960       0.4450      
336      0.1898         0.7137       0.0968       0.2941       0.4592      
337      0.1938         0.7000       0.0854       0.3197       0.4478      
338      0.1810         0.7087       0.0977       0.3159       0.4478      
