Cora Results - 2025-10-19 00:19:50
================================================================================

Relation-LoRA GIN + DistMult Training History
============================================================

Best Validation AUC: 0.7038
Total Epochs Trained: 300
Early Stopping Best Score: 0.3994 (epoch 257)

------------------------------------------------------------------------------------------
Epoch    Train Loss     Val AUC      Val H@1      Val H@5      Val H@10    
284      0.1579         0.6613       0.1034       0.2751       0.3824      
285      0.1732         0.6553       0.1025       0.2723       0.3805      
286      0.1683         0.6605       0.0873       0.2676       0.3729      
287      0.1628         0.6720       0.0920       0.2657       0.3700      
288      0.1678         0.6617       0.0949       0.2638       0.3719      
289      0.1657         0.6612       0.0958       0.2713       0.3843      
290      0.1694         0.6525       0.0996       0.2619       0.3757      
291      0.1594         0.6460       0.0996       0.2723       0.3814      
292      0.1632         0.6608       0.0968       0.2694       0.3805      
293      0.1630         0.6576       0.0892       0.2619       0.3805      
294      0.1691         0.6572       0.1025       0.2600       0.3738      
295      0.1737         0.6720       0.1034       0.2770       0.3994      
296      0.1626         0.6722       0.0892       0.2609       0.3861      
297      0.1565         0.6629       0.0778       0.2495       0.3871      
298      0.1637         0.6489       0.0816       0.2647       0.3852      
299      0.1672         0.6493       0.0816       0.2600       0.3824      
300      0.1612         0.6553       0.0844       0.2571       0.3786      
