Model Training Results (LoRA) - 2025-10-19 00:25:04
================================================================================


LoRA R-GIN + DistMult Training History
============================================================

Best Validation AUC: 0.7185
Total Epochs Trained: 500
Early Stopping Best Score: 0.5209 (Hits@10 at epoch 463)

------------------------------------------------------------------------------------------
Epoch    Train Loss     Val AUC      Val H@1      Val H@5      Val H@10    
474      0.1214         0.6923       0.1376       0.3662       0.4886      
475      0.1218         0.6997       0.1395       0.3899       0.5076      
476      0.1196         0.6978       0.1357       0.3691       0.4962      
477      0.1228         0.7065       0.1698       0.3928       0.5104      
478      0.1156         0.6922       0.1357       0.3567       0.4981      
479      0.1134         0.7091       0.1603       0.3805       0.5095      
480      0.1164         0.7107       0.1366       0.3833       0.5095      
481      0.1216         0.7042       0.1347       0.3767       0.4981      
482      0.1194         0.7076       0.1528       0.3729       0.4953      
483      0.1193         0.7068       0.1395       0.3795       0.5057      
484      0.1186         0.6947       0.1442       0.3738       0.4886      
485      0.1195         0.6972       0.1471       0.3738       0.5028      
486      0.1246         0.7159       0.1565       0.3966       0.5123      
487      0.1260         0.6889       0.1271       0.3757       0.4934      
488      0.1189         0.6983       0.1480       0.3691       0.4972      
489      0.1167         0.6975       0.1490       0.3824       0.4972      
490      0.1208         0.6977       0.1290       0.3653       0.5076      
491      0.1220         0.7062       0.1290       0.3425       0.4820      
492      0.1230         0.7055       0.1357       0.3700       0.4934      
493      0.1192         0.7072       0.1565       0.3738       0.5028      
494      0.1130         0.6985       0.1357       0.3567       0.4886      
495      0.1237         0.7007       0.1461       0.3681       0.4772      
496      0.1219         0.7130       0.1319       0.3662       0.4934      
497      0.1209         0.6970       0.1423       0.3757       0.4810      
498      0.1171         0.6964       0.1679       0.3653       0.4905      
499      0.1161         0.6927       0.1404       0.3729       0.4867      
500      0.1147         0.6988       0.1442       0.3672       0.4972      
